 ,TopicId,Title,Format,Structure,LearningResourceType,Difficulty,InteractivityType,AggregationLevel,InteractivityLevel,SemanticDensity,LOexev,MaxScore,MaxLearningTime
818,236,LearningObject818,Text,Atomic,Exercise,10,Expositive,2,Medium,High,Explanatory,71,55
819,237,LearningObject819,Application,Atomic,Slide,6,Active,2,Low,Medium,Evaluative,8,116
820,237,LearningObject820,Form,Hierarchical,Exam,1,Expositive,2,Low,VeryLow,Evaluative,46,96
821,237,LearningObject821,Audio,Networked,Graph,4,Mixed,2,High,VeryHigh,Explanatory,56,30
822,237,LearningObject822,Video,Hierarchical,Graph,3,Active,2,High,VeryLow,Explanatory,29,82
823,238,LearningObject823,Application,Networked,Lecture,9,Expositive,2,High,High,Evaluative,31,75
824,238,LearningObject824,Application,Collection,Experiment,8,Mixed,2,Medium,Medium,Evaluative,46,14
825,238,LearningObject825,Image,Networked,Simulation,8,Mixed,1,VeryLow,VeryLow,Evaluative,43,104
826,238,LearningObject826,Audio,Atomic,Simulation,10,Active,1,High,VeryHigh,Explanatory,74,120
827,238,LearningObject827,Audio,Linear,SelfAssessment,4,Active,2,High,Low,Explanatory,57,75
828,239,LearningObject828,Video,Hierarchical,Experiment,9,Mixed,2,High,VeryLow,Explanatory,91,109
829,239,LearningObject829,Application,Linear,Graph,4,Expositive,2,Low,VeryHigh,Evaluative,87,97
830,239,LearningObject830,Video,Networked,NarrativeText,7,Expositive,1,High,High,Explanatory,92,21
831,240,LearningObject831,Text,Atomic,Exercise,9,Expositive,2,Low,Low,Explanatory,94,96
832,240,LearningObject832,Application,Hierarchical,Slide,1,Active,1,VeryHigh,VeryLow,Evaluative,96,79
833,240,LearningObject833,Form,Collection,Figure,4,Expositive,2,High,Medium,Evaluative,14,43
834,241,LearningObject834,Text,Linear,SelfAssessment,7,Mixed,2,Low,VeryHigh,Explanatory,69,17
835,241,LearningObject835,Application,Hierarchical,SelfAssessment,1,Mixed,2,Low,High,Evaluative,95,85
836,241,LearningObject836,Application,Networked,Lecture,8,Expositive,1,VeryLow,High,Evaluative,33,116
837,241,LearningObject837,Application,Hierarchical,Index,1,Expositive,1,VeryHigh,High,Evaluative,41,112
838,242,LearningObject838,Audio,Linear,Experiment,5,Mixed,2,High,VeryLow,Explanatory,91,21
839,242,LearningObject839,Video,Collection,Exercise,3,Active,1,High,VeryLow,Explanatory,59,68
840,242,LearningObject840,Application,Collection,NarrativeText,9,Active,1,Low,Medium,Evaluative,5,120
841,243,LearningObject841,Video,Hierarchical,ProblemStatement,2,Expositive,2,VeryLow,Low,Explanatory,4,43
842,243,LearningObject842,Application,Collection,Questionnaire,6,Expositive,1,VeryHigh,VeryHigh,Evaluative,32,14
843,244,LearningObject843,Text,Hierarchical,Questionnaire,10,Mixed,2,VeryLow,Medium,Explanatory,17,102
844,244,LearningObject844,Form,Linear,Experiment,7,Active,1,Medium,Low,Evaluative,38,77
845,244,LearningObject845,Form,Hierarchical,ProblemStatement,8,Active,2,Low,VeryHigh,Evaluative,84,38
846,245,LearningObject846,Audio,Atomic,NarrativeText,6,Expositive,2,VeryLow,VeryLow,Explanatory,17,119
847,245,LearningObject847,Application,Hierarchical,Questionnaire,6,Active,1,Medium,Low,Evaluative,94,111
848,246,LearningObject848,Image,Linear,Lecture,1,Expositive,1,VeryHigh,Low,Evaluative,45,38
849,246,LearningObject849,Audio,Linear,Questionnaire,3,Mixed,1,VeryLow,VeryHigh,Explanatory,24,17
850,246,LearningObject850,Audio,Collection,Diagram,3,Expositive,2,High,VeryLow,Explanatory,38,112
851,247,LearningObject851,Application,Networked,Graph,5,Mixed,2,VeryLow,Medium,Evaluative,93,32
852,247,LearningObject852,Text,Linear,SelfAssessment,7,Active,2,VeryHigh,High,Explanatory,30,85
853,247,LearningObject853,Application,Networked,Simulation,1,Active,2,Low,VeryLow,Evaluative,33,68
854,248,LearningObject854,Video,Linear,Figure,4,Mixed,1,High,Medium,Explanatory,98,102
855,248,LearningObject855,Image,Networked,Simulation,2,Active,1,High,VeryHigh,Evaluative,70,113
856,248,LearningObject856,Form,Networked,ProblemStatement,5,Active,1,Low,Medium,Evaluative,78,55
857,248,LearningObject857,Application,Atomic,ProblemStatement,9,Mixed,1,VeryLow,VeryHigh,Evaluative,21,94
858,249,LearningObject858,Video,Collection,Slide,10,Expositive,1,Low,High,Explanatory,22,29
859,249,LearningObject859,Application,Networked,Diagram,5,Active,2,High,Medium,Evaluative,74,109
860,249,LearningObject860,Form,Networked,Graph,10,Expositive,1,Medium,Low,Evaluative,87,49
861,249,LearningObject861,Application,Collection,Figure,1,Expositive,2,Medium,Medium,Evaluative,62,87
862,249,LearningObject862,Image,Collection,Exercise,8,Expositive,2,High,VeryLow,Evaluative,70,113
863,250,LearningObject863,Video,Atomic,Questionnaire,1,Active,1,Low,High,Explanatory,40,79
864,250,LearningObject864,Audio,Networked,Figure,4,Mixed,2,VeryHigh,Low,Explanatory,45,63
865,250,LearningObject865,Application,Collection,SelfAssessment,3,Active,2,High,VeryHigh,Evaluative,11,13
866,250,LearningObject866,Audio,Linear,Lecture,10,Expositive,1,High,VeryLow,Explanatory,34,23
867,251,LearningObject867,Video,Atomic,ProblemStatement,2,Mixed,1,Low,VeryHigh,Explanatory,99,59
868,251,LearningObject868,Application,Linear,Exercise,4,Expositive,2,High,VeryLow,Evaluative,4,104
869,251,LearningObject869,Form,Linear,Simulation,7,Mixed,1,High,Low,Evaluative,12,28
870,251,LearningObject870,Application,Linear,SelfAssessment,2,Expositive,1,Medium,VeryLow,Evaluative,79,25
871,251,LearningObject871,Image,Collection,ProblemStatement,7,Expositive,1,Low,Low,Evaluative,81,83
872,252,LearningObject872,Form,Collection,Experiment,4,Mixed,2,Low,VeryLow,Evaluative,54,79
873,252,LearningObject873,Audio,Linear,NarrativeText,1,Expositive,2,VeryHigh,VeryHigh,Explanatory,41,101
874,252,LearningObject874,Application,Collection,SelfAssessment,3,Mixed,1,Low,VeryHigh,Evaluative,85,77
875,253,LearningObject875,Audio,Networked,Figure,8,Active,1,VeryLow,High,Explanatory,7,88
876,253,LearningObject876,Application,Atomic,NarrativeText,6,Expositive,1,Medium,VeryHigh,Evaluative,18,69
877,254,LearningObject877,Audio,Hierarchical,NarrativeText,3,Mixed,1,VeryLow,High,Explanatory,90,101
878,254,LearningObject878,Image,Collection,Table,8,Active,2,High,VeryHigh,Evaluative,52,23
879,254,LearningObject879,Text,Networked,ProblemStatement,10,Active,2,High,VeryLow,Explanatory,92,30
880,254,LearningObject880,Application,Networked,Exam,6,Active,1,VeryLow,High,Evaluative,4,3
881,254,LearningObject881,Audio,Hierarchical,ProblemStatement,8,Mixed,2,High,Low,Explanatory,75,38
882,255,LearningObject882,Video,Collection,SelfAssessment,6,Active,1,Medium,VeryHigh,Explanatory,10,66
883,255,LearningObject883,Image,Collection,Index,10,Expositive,2,VeryLow,Low,Evaluative,34,45
884,256,LearningObject884,Form,Hierarchical,Table,9,Expositive,1,VeryLow,Medium,Evaluative,13,68
885,256,LearningObject885,Text,Linear,NarrativeText,2,Active,1,VeryLow,VeryLow,Explanatory,74,60
886,257,LearningObject886,Image,Collection,Index,3,Active,2,Medium,Medium,Evaluative,18,64
887,257,LearningObject887,Text,Hierarchical,Table,4,Active,2,Medium,VeryHigh,Explanatory,86,24
888,257,LearningObject888,Image,Hierarchical,SelfAssessment,4,Expositive,1,VeryHigh,VeryLow,Evaluative,63,97
889,257,LearningObject889,Form,Hierarchical,Table,5,Expositive,1,Low,Medium,Evaluative,11,40
890,258,LearningObject890,Text,Linear,SelfAssessment,2,Mixed,2,VeryLow,VeryLow,Explanatory,22,92
891,258,LearningObject891,Image,Collection,Simulation,8,Mixed,2,VeryLow,Medium,Evaluative,32,104
892,258,LearningObject892,Video,Networked,SelfAssessment,4,Expositive,2,Low,VeryLow,Explanatory,17,29
893,258,LearningObject893,Audio,Atomic,ProblemStatement,7,Active,1,VeryLow,Low,Explanatory,91,102
894,259,LearningObject894,Audio,Linear,Lecture,7,Mixed,1,VeryLow,VeryLow,Explanatory,79,51
895,259,LearningObject895,Application,Networked,SelfAssessment,2,Expositive,1,Medium,Low,Evaluative,15,33
896,259,LearningObject896,Image,Atomic,Questionnaire,5,Active,1,VeryHigh,Low,Evaluative,17,6
897,259,LearningObject897,Form,Atomic,SelfAssessment,4,Active,2,High,VeryLow,Evaluative,88,66
898,260,LearningObject898,Application,Collection,ProblemStatement,10,Mixed,2,VeryLow,VeryLow,Evaluative,30,53
899,260,LearningObject899,Video,Networked,Exam,8,Expositive,2,Low,Low,Explanatory,88,30
900,260,LearningObject900,Audio,Linear,ProblemStatement,1,Expositive,1,Low,Medium,Explanatory,17,105
901,261,LearningObject901,Video,Hierarchical,Slide,9,Expositive,1,Low,Low,Explanatory,4,11
902,261,LearningObject902,Form,Collection,Lecture,9,Active,2,High,VeryLow,Evaluative,28,105
903,262,LearningObject903,Video,Collection,Simulation,10,Mixed,2,Low,High,Explanatory,55,31
904,262,LearningObject904,Video,Linear,Slide,8,Mixed,2,High,VeryLow,Explanatory,61,18
905,262,LearningObject905,Text,Collection,Simulation,9,Mixed,1,VeryHigh,Medium,Explanatory,76,60
906,262,LearningObject906,Image,Networked,Exercise,8,Expositive,1,VeryHigh,Low,Evaluative,61,5
907,263,LearningObject907,Text,Collection,NarrativeText,10,Active,2,VeryLow,High,Explanatory,27,89
908,263,LearningObject908,Text,Hierarchical,Graph,3,Expositive,1,High,VeryLow,Explanatory,63,44
909,263,LearningObject909,Audio,Linear,Lecture,2,Mixed,1,VeryHigh,VeryHigh,Explanatory,51,9
910,263,LearningObject910,Image,Collection,Diagram,3,Expositive,1,VeryLow,High,Evaluative,15,99
911,263,LearningObject911,Text,Atomic,Questionnaire,1,Mixed,2,Medium,VeryHigh,Explanatory,91,39
912,264,LearningObject912,Application,Hierarchical,Table,5,Expositive,1,Low,Medium,Evaluative,73,97
913,264,LearningObject913,Form,Hierarchical,Diagram,7,Active,2,High,VeryLow,Evaluative,49,50
914,264,LearningObject914,Text,Linear,Table,5,Mixed,1,High,Medium,Explanatory,86,56
915,264,LearningObject915,Text,Networked,ProblemStatement,9,Mixed,1,Low,Low,Explanatory,60,49
916,264,LearningObject916,Application,Collection,Figure,7,Expositive,1,VeryLow,VeryHigh,Evaluative,65,49
917,265,LearningObject917,Image,Atomic,Figure,9,Active,2,Medium,Low,Evaluative,8,1
918,265,LearningObject918,Text,Hierarchical,ProblemStatement,1,Mixed,2,VeryHigh,Low,Explanatory,34,15
919,265,LearningObject919,Audio,Collection,Slide,6,Active,1,Low,Low,Explanatory,77,25
920,265,LearningObject920,Video,Networked,Questionnaire,6,Mixed,2,VeryHigh,Low,Explanatory,25,36
921,265,LearningObject921,Video,Atomic,ProblemStatement,3,Mixed,1,VeryHigh,Low,Explanatory,51,4
922,266,LearningObject922,Text,Networked,Questionnaire,3,Active,1,High,High,Explanatory,7,56
923,266,LearningObject923,Form,Atomic,Simulation,1,Mixed,2,VeryHigh,Medium,Evaluative,42,6
924,266,LearningObject924,Image,Collection,Slide,8,Expositive,1,VeryLow,Medium,Evaluative,33,42
925,266,LearningObject925,Image,Linear,Graph,5,Expositive,2,High,High,Evaluative,68,87
926,267,LearningObject926,Video,Collection,Figure,9,Active,2,VeryLow,VeryHigh,Explanatory,71,19
927,267,LearningObject927,Audio,Collection,Slide,1,Expositive,2,VeryHigh,Low,Explanatory,24,55
928,267,LearningObject928,Image,Atomic,Slide,7,Active,2,Low,Low,Evaluative,8,19
929,267,LearningObject929,Application,Networked,Index,2,Active,1,VeryLow,Low,Evaluative,54,4
930,268,LearningObject930,Image,Atomic,ProblemStatement,9,Mixed,1,Low,Low,Evaluative,7,42
931,268,LearningObject931,Video,Linear,Lecture,8,Mixed,1,High,Low,Explanatory,46,61
932,268,LearningObject932,Text,Hierarchical,SelfAssessment,5,Expositive,2,Medium,VeryLow,Explanatory,50,22
933,268,LearningObject933,Text,Atomic,Simulation,3,Active,2,VeryHigh,Low,Explanatory,57,45
934,268,LearningObject934,Text,Atomic,Lecture,9,Active,2,Low,VeryLow,Explanatory,8,32
935,269,LearningObject935,Application,Networked,SelfAssessment,2,Mixed,1,High,VeryHigh,Evaluative,12,83
936,269,LearningObject936,Text,Hierarchical,Questionnaire,5,Mixed,1,Low,VeryLow,Explanatory,1,43
937,269,LearningObject937,Text,Networked,Table,1,Mixed,1,Medium,Medium,Explanatory,41,102
938,270,LearningObject938,Image,Collection,SelfAssessment,4,Expositive,2,Low,VeryHigh,Evaluative,9,68
939,270,LearningObject939,Text,Linear,Graph,5,Active,2,VeryHigh,High,Explanatory,93,33
940,271,LearningObject940,Form,Atomic,NarrativeText,8,Active,1,Low,Low,Evaluative,61,35
941,271,LearningObject941,Audio,Networked,Lecture,10,Active,2,High,Low,Explanatory,18,103
942,271,LearningObject942,Text,Networked,NarrativeText,3,Expositive,1,High,Low,Explanatory,70,90
943,271,LearningObject943,Image,Networked,Diagram,7,Expositive,1,Low,VeryLow,Evaluative,65,61
944,272,LearningObject944,Video,Hierarchical,Questionnaire,2,Mixed,2,VeryLow,High,Explanatory,45,26
945,272,LearningObject945,Image,Atomic,ProblemStatement,5,Active,1,Medium,Medium,Evaluative,66,27
946,272,LearningObject946,Form,Linear,Simulation,4,Active,1,Medium,VeryHigh,Evaluative,22,21
947,272,LearningObject947,Image,Hierarchical,NarrativeText,7,Expositive,1,Medium,High,Evaluative,44,42
948,272,LearningObject948,Application,Linear,Lecture,10,Active,2,Medium,High,Evaluative,25,78
949,273,LearningObject949,Text,Linear,Simulation,6,Expositive,2,Low,VeryHigh,Explanatory,23,81
950,273,LearningObject950,Video,Atomic,Experiment,1,Expositive,1,High,Medium,Explanatory,13,21
951,273,LearningObject951,Text,Networked,SelfAssessment,7,Mixed,2,Medium,VeryLow,Explanatory,2,17
952,273,LearningObject952,Image,Linear,Diagram,3,Mixed,1,Low,Medium,Evaluative,76,63
953,273,LearningObject953,Form,Linear,Exam,9,Active,2,VeryLow,VeryHigh,Evaluative,86,42
954,274,LearningObject954,Application,Hierarchical,Slide,4,Mixed,2,Low,High,Evaluative,93,107
955,274,LearningObject955,Form,Hierarchical,Simulation,3,Mixed,1,High,VeryHigh,Evaluative,6,20
956,274,LearningObject956,Video,Atomic,Experiment,7,Expositive,1,VeryHigh,Low,Explanatory,19,44
957,274,LearningObject957,Audio,Collection,Table,8,Active,1,VeryLow,Medium,Explanatory,78,60
958,275,LearningObject958,Text,Linear,SelfAssessment,8,Active,2,Medium,High,Explanatory,68,120
959,275,LearningObject959,Application,Hierarchical,Graph,1,Mixed,1,Medium,Medium,Evaluative,57,113
960,275,LearningObject960,Application,Networked,Simulation,5,Mixed,2,VeryLow,Low,Evaluative,88,26
961,275,LearningObject961,Application,Hierarchical,Graph,10,Active,1,VeryHigh,VeryLow,Evaluative,67,68
962,276,LearningObject962,Image,Linear,Lecture,8,Mixed,2,Medium,Low,Evaluative,52,93
963,276,LearningObject963,Audio,Collection,Lecture,3,Active,1,High,High,Explanatory,80,110
964,277,LearningObject964,Audio,Linear,Diagram,8,Active,1,Low,High,Explanatory,60,99
965,277,LearningObject965,Image,Collection,ProblemStatement,3,Expositive,1,High,VeryLow,Evaluative,86,96
966,277,LearningObject966,Image,Hierarchical,Exercise,9,Mixed,1,VeryLow,Medium,Evaluative,67,66
967,277,LearningObject967,Video,Networked,Questionnaire,9,Expositive,2,Low,VeryLow,Explanatory,9,36
968,278,LearningObject968,Image,Collection,Figure,4,Active,1,High,Low,Evaluative,31,53
969,278,LearningObject969,Video,Atomic,Figure,5,Mixed,2,Medium,VeryHigh,Explanatory,15,61
970,279,LearningObject970,Text,Hierarchical,NarrativeText,2,Expositive,2,VeryLow,High,Explanatory,42,9
971,279,LearningObject971,Application,Linear,Diagram,6,Mixed,2,Low,Low,Evaluative,49,120
972,279,LearningObject972,Video,Hierarchical,Lecture,6,Mixed,2,VeryLow,VeryLow,Explanatory,85,60
973,279,LearningObject973,Video,Atomic,SelfAssessment,1,Expositive,2,VeryHigh,High,Explanatory,91,83
974,279,LearningObject974,Text,Hierarchical,Slide,5,Mixed,1,VeryLow,VeryHigh,Explanatory,14,109
975,280,LearningObject975,Form,Atomic,Table,7,Active,1,VeryLow,Medium,Evaluative,96,74
976,280,LearningObject976,Video,Linear,Experiment,5,Mixed,2,Low,VeryHigh,Explanatory,42,49
977,281,LearningObject977,Image,Hierarchical,Lecture,4,Active,1,VeryLow,VeryHigh,Evaluative,60,9
978,281,LearningObject978,Audio,Collection,Figure,8,Expositive,2,VeryLow,VeryHigh,Explanatory,13,93
979,282,LearningObject979,Video,Hierarchical,Exercise,10,Mixed,1,VeryHigh,High,Explanatory,70,49
980,282,LearningObject980,Form,Hierarchical,Index,9,Mixed,2,VeryLow,VeryLow,Evaluative,45,9
981,282,LearningObject981,Form,Linear,Graph,2,Expositive,1,Medium,High,Evaluative,29,112
982,282,LearningObject982,Application,Atomic,SelfAssessment,9,Expositive,2,Low,Low,Evaluative,10,102
983,283,LearningObject983,Application,Networked,Slide,10,Mixed,2,VeryHigh,Medium,Evaluative,14,90
984,283,LearningObject984,Audio,Hierarchical,Questionnaire,8,Active,1,Low,VeryLow,Explanatory,63,83
985,284,LearningObject985,Video,Networked,NarrativeText,1,Expositive,1,VeryLow,VeryHigh,Explanatory,94,120
986,284,LearningObject986,Application,Hierarchical,NarrativeText,7,Active,2,High,VeryLow,Evaluative,12,72
987,284,LearningObject987,Image,Linear,Exercise,9,Expositive,2,VeryLow,Medium,Evaluative,27,119
988,284,LearningObject988,Application,Atomic,Lecture,4,Expositive,2,High,VeryLow,Evaluative,47,84
989,284,LearningObject989,Text,Linear,SelfAssessment,1,Active,2,VeryHigh,VeryHigh,Explanatory,45,113
990,285,LearningObject990,Video,Hierarchical,Simulation,3,Expositive,2,High,Low,Explanatory,54,26
991,285,LearningObject991,Image,Networked,Figure,3,Expositive,2,VeryHigh,High,Evaluative,20,40
992,285,LearningObject992,Audio,Collection,ProblemStatement,6,Mixed,2,VeryLow,High,Explanatory,63,101
993,285,LearningObject993,Audio,Networked,Index,4,Active,2,VeryHigh,Low,Explanatory,21,23
994,286,LearningObject994,Audio,Atomic,Experiment,2,Expositive,2,High,VeryLow,Explanatory,23,103
995,286,LearningObject995,Form,Networked,Exercise,7,Expositive,2,VeryHigh,Low,Evaluative,27,98
996,287,LearningObject996,Application,Atomic,Table,7,Expositive,1,Low,VeryLow,Evaluative,36,110
997,287,LearningObject997,Form,Collection,Diagram,2,Mixed,2,Low,Medium,Evaluative,87,98
998,287,LearningObject998,Image,Networked,Exercise,8,Mixed,1,High,VeryHigh,Evaluative,93,37
999,287,LearningObject999,Text,Atomic,Table,10,Expositive,2,VeryLow,Low,Explanatory,20,34
1000,288,LearningObject1000,Application,Hierarchical,Simulation,3,Mixed,1,High,Low,Evaluative,34,5
1001,288,LearningObject1001,Image,Atomic,Experiment,9,Mixed,2,Medium,Low,Evaluative,51,60
1002,288,LearningObject1002,Video,Collection,Simulation,3,Mixed,1,VeryLow,Medium,Explanatory,61,69
1003,288,LearningObject1003,Audio,Collection,ProblemStatement,10,Active,1,Low,VeryHigh,Explanatory,76,83
1004,288,LearningObject1004,Audio,Collection,Exercise,6,Active,1,Medium,Low,Explanatory,35,44
1005,289,LearningObject1005,Text,Linear,Lecture,8,Expositive,2,High,VeryLow,Explanatory,75,26
1006,289,LearningObject1006,Application,Atomic,Figure,3,Mixed,1,Medium,Medium,Evaluative,50,111
1007,289,LearningObject1007,Text,Collection,ProblemStatement,10,Mixed,1,Medium,VeryLow,Explanatory,84,100
1008,290,LearningObject1008,Form,Collection,Exam,1,Active,1,VeryLow,High,Evaluative,18,102
1009,290,LearningObject1009,Audio,Networked,Figure,9,Expositive,1,Low,High,Explanatory,12,50
1010,290,LearningObject1010,Video,Hierarchical,Lecture,2,Active,2,Medium,Medium,Explanatory,73,87
1011,290,LearningObject1011,Application,Networked,Graph,7,Expositive,2,High,Medium,Evaluative,3,66
1012,290,LearningObject1012,Text,Collection,Simulation,10,Active,1,Medium,Low,Explanatory,20,113
1013,291,LearningObject1013,Video,Hierarchical,Exam,4,Mixed,2,VeryLow,High,Explanatory,97,61
1014,291,LearningObject1014,Application,Networked,Figure,6,Expositive,1,Low,VeryLow,Evaluative,17,40
1015,291,LearningObject1015,Text,Atomic,Graph,7,Mixed,1,High,Low,Explanatory,32,36
1016,291,LearningObject1016,Video,Atomic,Simulation,3,Active,1,VeryHigh,VeryHigh,Explanatory,45,18
1017,292,LearningObject1017,Form,Linear,Exam,1,Expositive,2,VeryHigh,VeryHigh,Evaluative,90,106
1018,292,LearningObject1018,Video,Atomic,NarrativeText,1,Active,1,High,Medium,Explanatory,12,13
1019,292,LearningObject1019,Video,Hierarchical,Figure,7,Expositive,2,VeryHigh,VeryLow,Explanatory,35,75
1020,292,LearningObject1020,Video,Atomic,Table,9,Active,2,High,Low,Explanatory,10,101
1021,293,LearningObject1021,Image,Atomic,Figure,6,Mixed,1,Medium,VeryHigh,Evaluative,56,4
1022,293,LearningObject1022,Application,Atomic,Simulation,8,Expositive,2,Low,Low,Evaluative,24,10
1023,293,LearningObject1023,Form,Hierarchical,Exam,10,Expositive,2,VeryLow,VeryLow,Evaluative,5,14
1024,293,LearningObject1024,Text,Networked,Exam,7,Mixed,2,Medium,Medium,Explanatory,60,83
1025,293,LearningObject1025,Video,Atomic,Exam,2,Expositive,1,High,Medium,Explanatory,70,70
1026,294,LearningObject1026,Video,Networked,Slide,4,Expositive,1,VeryHigh,VeryHigh,Explanatory,35,75
1027,294,LearningObject1027,Image,Linear,Graph,8,Active,1,VeryLow,High,Evaluative,20,104
1028,294,LearningObject1028,Audio,Networked,Experiment,7,Expositive,2,VeryHigh,VeryHigh,Explanatory,8,119
1029,294,LearningObject1029,Image,Hierarchical,ProblemStatement,5,Mixed,2,VeryHigh,Low,Evaluative,54,72
1030,295,LearningObject1030,Form,Hierarchical,SelfAssessment,6,Active,1,Medium,VeryHigh,Evaluative,1,48
1031,295,LearningObject1031,Video,Atomic,ProblemStatement,8,Expositive,1,High,Low,Explanatory,32,115
1032,295,LearningObject1032,Video,Atomic,NarrativeText,6,Mixed,2,Medium,VeryLow,Explanatory,16,65
1033,295,LearningObject1033,Audio,Linear,Index,10,Mixed,1,VeryLow,VeryLow,Explanatory,90,76
1034,295,LearningObject1034,Video,Linear,Index,3,Expositive,2,VeryLow,VeryHigh,Explanatory,31,75
1035,296,LearningObject1035,Image,Collection,Figure,2,Mixed,1,VeryLow,Low,Evaluative,56,95
1036,296,LearningObject1036,Text,Collection,Table,8,Active,2,Medium,VeryLow,Explanatory,51,99
1037,297,LearningObject1037,Application,Networked,Simulation,6,Expositive,1,High,High,Evaluative,71,43
1038,297,LearningObject1038,Audio,Atomic,Graph,2,Mixed,1,Low,VeryLow,Explanatory,87,36
1039,297,LearningObject1039,Application,Networked,Simulation,9,Active,1,VeryLow,Low,Evaluative,91,37
1040,298,LearningObject1040,Image,Hierarchical,Table,8,Expositive,1,VeryLow,Low,Evaluative,38,3
1041,298,LearningObject1041,Audio,Linear,NarrativeText,7,Expositive,2,Medium,Medium,Explanatory,35,95
1042,299,LearningObject1042,Image,Networked,Slide,2,Expositive,2,Medium,VeryHigh,Evaluative,73,32
1043,299,LearningObject1043,Video,Collection,Exercise,9,Expositive,1,Medium,Low,Explanatory,48,21
1044,299,LearningObject1044,Video,Collection,Simulation,2,Mixed,1,Low,Low,Explanatory,91,79
1045,299,LearningObject1045,Application,Collection,NarrativeText,4,Expositive,2,VeryHigh,High,Evaluative,60,49
1046,299,LearningObject1046,Text,Collection,Exercise,9,Mixed,2,High,Low,Explanatory,88,68
1047,300,LearningObject1047,Image,Collection,Experiment,1,Active,1,High,High,Evaluative,29,36
1048,300,LearningObject1048,Text,Atomic,Exam,10,Active,2,VeryLow,VeryHigh,Explanatory,41,39
1049,300,LearningObject1049,Application,Hierarchical,Experiment,8,Active,1,VeryHigh,Low,Evaluative,9,15
1050,300,LearningObject1050,Text,Atomic,SelfAssessment,1,Active,2,VeryHigh,VeryLow,Explanatory,43,64
1051,300,LearningObject1051,Video,Atomic,Table,8,Expositive,1,Low,Low,Explanatory,33,38
1052,301,LearningObject1052,Text,Collection,Table,9,Mixed,2,VeryHigh,VeryLow,Explanatory,43,111
1053,301,LearningObject1053,Image,Atomic,Index,2,Mixed,1,Low,High,Evaluative,41,21
1054,301,LearningObject1054,Form,Collection,Table,4,Active,1,VeryHigh,VeryHigh,Evaluative,92,52
1055,301,LearningObject1055,Application,Networked,ProblemStatement,3,Active,1,High,High,Evaluative,95,18
1056,302,LearningObject1056,Form,Hierarchical,Exam,6,Active,1,Medium,Low,Evaluative,71,62
1057,302,LearningObject1057,Audio,Collection,Table,1,Expositive,1,Low,Low,Explanatory,54,114
1058,303,LearningObject1058,Text,Linear,Figure,6,Expositive,2,Medium,Low,Explanatory,22,5
1059,303,LearningObject1059,Audio,Hierarchical,Figure,4,Mixed,2,VeryLow,High,Explanatory,16,50
1060,303,LearningObject1060,Audio,Networked,Questionnaire,9,Active,2,Low,High,Explanatory,94,15
1061,303,LearningObject1061,Application,Networked,Figure,10,Mixed,2,High,High,Evaluative,18,18
1062,304,LearningObject1062,Form,Hierarchical,Figure,8,Expositive,1,Low,Medium,Evaluative,87,3
1063,304,LearningObject1063,Text,Atomic,Table,9,Expositive,1,Low,High,Explanatory,80,6
1064,304,LearningObject1064,Form,Networked,Exercise,7,Mixed,1,VeryLow,High,Evaluative,43,35
1065,304,LearningObject1065,Form,Collection,SelfAssessment,6,Active,2,VeryLow,High,Evaluative,39,71
1066,304,LearningObject1066,Video,Hierarchical,NarrativeText,6,Expositive,1,Low,VeryLow,Explanatory,23,74
1067,305,LearningObject1067,Text,Networked,Questionnaire,9,Mixed,1,VeryLow,VeryHigh,Explanatory,42,21
1068,305,LearningObject1068,Image,Linear,SelfAssessment,1,Expositive,2,VeryLow,VeryHigh,Evaluative,72,115
1069,306,LearningObject1069,Text,Hierarchical,Lecture,8,Active,2,High,VeryHigh,Explanatory,22,29
1070,306,LearningObject1070,Text,Hierarchical,Index,9,Expositive,2,Low,High,Explanatory,99,70
1071,306,LearningObject1071,Image,Networked,Questionnaire,8,Active,1,Low,VeryLow,Evaluative,85,46
1072,306,LearningObject1072,Application,Hierarchical,Graph,1,Active,1,High,Low,Evaluative,32,22
1073,307,LearningObject1073,Audio,Networked,Exercise,9,Expositive,1,VeryLow,VeryLow,Explanatory,9,62
1074,307,LearningObject1074,Form,Collection,Graph,3,Mixed,1,Medium,VeryHigh,Evaluative,3,16
1075,307,LearningObject1075,Form,Networked,Exercise,9,Expositive,2,Low,Low,Evaluative,11,2
1076,307,LearningObject1076,Form,Hierarchical,NarrativeText,9,Expositive,2,Low,Medium,Evaluative,91,34
1077,308,LearningObject1077,Application,Hierarchical,SelfAssessment,4,Mixed,2,VeryLow,Medium,Evaluative,50,105
1078,308,LearningObject1078,Video,Networked,Graph,6,Mixed,2,Low,High,Explanatory,70,98
1079,308,LearningObject1079,Form,Collection,Graph,10,Active,2,Medium,High,Evaluative,33,115
1080,309,LearningObject1080,Audio,Atomic,Figure,10,Active,2,VeryHigh,High,Explanatory,86,23
1081,309,LearningObject1081,Text,Linear,Graph,3,Expositive,1,Medium,VeryLow,Explanatory,4,48
1082,309,LearningObject1082,Audio,Linear,Figure,7,Active,2,VeryHigh,Low,Explanatory,65,61
1083,309,LearningObject1083,Form,Atomic,Lecture,10,Active,2,High,VeryHigh,Evaluative,39,107
1084,310,LearningObject1084,Image,Linear,Index,3,Mixed,1,High,Medium,Evaluative,13,93
1085,310,LearningObject1085,Video,Collection,Simulation,8,Expositive,1,VeryHigh,Medium,Explanatory,59,51
